<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2024.12.24,08:30:00,113170.532222222,113195.268292539,113094.164074074,113094.164074074,664,0,664
2024.12.24,08:45:00,113094.164074074,113123.195067463,113017.795925926,113017.795925926,665,0,665
2024.12.24,09:00:00,113017.795925926,113055.647156802,112940.061543837,112941.427777778,666,0,666
2024.12.24,09:15:00,112941.427777778,112974.71779972,112865.05962963,112865.05962963,667,0,667
2024.12.24,09:30:00,112865.05962963,112900.867595528,112788.691481481,112788.691481481,668,0,668
2024.12.24,09:45:00,112788.691481481,112817.23217353,112712.323333333,112712.323333333,669,0,669
2024.12.24,10:00:00,112712.323333333,112737.432866517,112624.907088561,112635.955185185,670,0,670
2024.12.24,10:15:00,112635.955185185,112646.896399982,112559.587037037,112559.587037037,671,0,671
2024.12.24,10:30:00,112559.587037037,112596.986583187,112477.530698279,112483.218888889,672,0,672
2024.12.24,10:45:00,112483.218888889,112483.462677348,112406.850740741,112406.850740741,673,0,673
2024.12.24,11:00:00,112406.850740741,112427.846152261,112321.840250526,112330.482592593,674,0,674
2024.12.24,11:15:00,112330.482592593,112333.679306393,112254.114444444,112254.114444444,675,0,675
2024.12.24,11:30:00,112254.114444444,112271.978567869,112156.050044249,112177.746296296,676,0,676
2024.12.24,11:45:00,112177.746296296,112206.064312958,112101.378148148,112101.378148148,677,0,677
2024.12.24,12:00:00,112101.378148148,112138.953405681,112025.01,112025.01,678,0,678
2024.12.24,12:15:00,112025.01,112060.743052679,112020.345028187,112057.59047619,679,0,679
2024.12.24,12:30:00,112057.59047619,112101.758697992,112057.59047619,112090.170952381,680,0,680
2024.12.24,12:45:00,112090.170952381,112125.893285052,112090.170952381,112122.751428571,681,0,681
2024.12.24,13:00:00,112122.751428571,112165.219810875,112122.751428571,112155.331904762,682,0,682
2024.12.24,13:15:00,112155.331904762,112189.083528924,112155.331904762,112187.912380952,683,0,683
2024.12.24,13:30:00,112187.912380952,112224.679224173,112187.912380952,112220.492857143,684,0,684
2024.12.24,13:45:00,112220.492857143,112257.613620497,112220.492857143,112253.073333333,685,0,685
2024.12.24,14:00:00,112253.073333333,112300.207989296,112247.352464802,112285.653809524,686,0,686
2024.12.24,14:15:00,112285.653809524,112320.502415272,112284.812458521,112318.234285714,687,0,687
2024.12.24,14:30:00,112318.234285714,112363.045384034,112318.234285714,112350.814761905,688,0,688
2024.12.24,14:45:00,112350.814761905,112398.435759136,112347.800958348,112383.395238095,689,0,689
2024.12.24,15:00:00,112383.395238095,112421.813592718,112383.395238095,112415.975714286,690,0,690
2024.12.24,15:15:00,112415.975714286,112450.520838021,112415.975714286,112448.556190476,691,0,691
2024.12.24,15:30:00,112448.556190476,112489.575767977,112448.556190476,112481.136666667,692,0,692
2024.12.24,15:45:00,112481.136666667,112528.655674714,112481.136666667,112513.717142857,693,0,693
2024.12.24,16:00:00,112513.717142857,112555.140374044,112513.717142857,112546.297619048,694,0,694
2024.12.24,16:15:00,112546.297619048,112589.411596988,112540.268968577,112578.878095238,695,0,695
2024.12.24,16:30:00,112578.878095238,112616.553855126,112574.681375018,112611.458571429,696,0,696
2024.12.24,16:45:00,112611.458571429,112654.210724866,112611.458571429,112644.039047619,697,0,697
2024.12.24,17:00:00,112644.039047619,112691.627392805,112644.039047619,112676.61952381,698,0,698
2024.12.24,17:15:00,112676.61952381,112724.625885766,112676.61952381,112709.2,699,0,699
2024.12.24,17:30:00,112709.2,112755.635479413,112709.2,112741.78047619,700,0,700
2024.12.24,17:45:00,112741.78047619,112786.875443898,112736.185619778,112774.360952381,701,0,701
2024.12.24,18:00:00,112774.360952381,112814.36620603,112774.360952381,112806.941428571,702,0,702
2024.12.24,18:15:00,112806.941428571,112845.619151475,112803.62867249,112839.521904762,703,0,703
2024.12.24,18:30:00,112839.521904762,112881.08314889,112839.521904762,112872.102380952,704,0,704
2024.12.24,18:45:00,112872.102380952,112909.061553093,112863.520638579,112904.682857143,705,0,705
2024.12.24,19:00:00,112904.682857143,112942.62646506,112904.682857143,112937.263333333,706,0,706
2024.12.24,19:15:00,112937.263333333,112970.472480827,112937.263333333,112969.843809524,707,0,707
2024.12.24,19:30:00,112969.843809524,113007.02530594,112969.843809524,113002.424285714,708,0,708
2024.12.24,19:45:00,113002.424285714,113037.508243868,113002.424285714,113035.004761905,709,0,709
2024.12.24,20:00:00,113035.004761905,113070.301519547,113033.007360983,113067.585238095,710,0,710
2024.12.24,20:15:00,113067.585238095,113108.542796903,113058.792505652,113100.165714286,711,0,711
2024.12.24,20:30:00,113100.165714286,113141.620588224,113094.274345473,113132.746190476,712,0,712
2024.12.24,20:45:00,113132.746190476,113165.828013576,113132.746190476,113165.326666667,713,0,713
2024.12.24,21:00:00,113165.326666667,113207.834735243,113165.326666667,113197.907142857,714,0,714
2024.12.24,21:15:00,113197.907142857,113235.152804624,113196.64148348,113230.487619048,715,0,715
2024.12.24,21:30:00,113230.487619048,113271.279406783,113230.487619048,113263.068095238,716,0,716
2024.12.24,21:45:00,113263.068095238,113308.885491778,113258.408898327,113295.648571429,717,0,717
2024.12.24,22:00:00,113295.648571429,113330.600695304,113290.599022956,113328.229047619,718,0,718
2024.12.24,22:15:00,113328.229047619,113367.922224208,113318.758559393,113360.80952381,719,0,719
2024.12.24,22:30:00,113360.80952381,113400.969791044,113360.80952381,113393.39,720,0,720
2024.12.24,22:45:00,113393.39,113418.398078522,113331.823916096,113337.155238095,721,0,721
2024.12.24,23:00:00,113337.155238095,113350.336170199,113280.92047619,113280.92047619,722,0,722
2024.12.24,23:15:00,113280.92047619,113299.215877138,113224.685714286,113224.685714286,723,0,723
2024.12.24,23:30:00,113224.685714286,113237.78614346,113156.822566889,113168.450952381,724,0,724
2024.12.24,23:45:00,113168.450952381,113179.284876831,113112.216190476,113112.216190476,725,0,725
2024.12.25,00:00:00,113112.216190476,113119.515192019,113041.673057439,113055.981428571,726,0,726
2024.12.25,00:15:00,113055.981428571,113071.407195775,112999.746666667,112999.746666667,727,0,727
2024.12.25,00:30:00,112999.746666667,113003.943566833,112943.511904762,112943.511904762,728,0,728
2024.12.25,00:45:00,112943.511904762,112969.435391741,112878.557107543,112887.277142857,729,0,729
2024.12.25,01:00:00,112887.277142857,112915.175916519,112828.953468537,112831.042380952,730,0,730
2024.12.25,01:15:00,112831.042380952,112848.193320591,112774.807619048,112774.807619048,731,0,731
2024.12.25,01:30:00,112774.807619048,112784.775937234,112714.663011425,112718.572857143,732,0,732
2024.12.25,01:45:00,112718.572857143,112729.412228263,112662.338095238,112662.338095238,733,0,733
2024.12.25,02:00:00,112662.338095238,112671.192691799,112597.361241843,112606.103333333,734,0,734
2024.12.25,02:15:00,112606.103333333,112625.005277942,112549.868571429,112549.868571429,735,0,735
2024.12.25,02:30:00,112549.868571429,112554.26357362,112491.37368967,112493.633809524,736,0,736
2024.12.25,02:45:00,112493.633809524,112495.311750524,112437.399047619,112437.399047619,737,0,737
2024.12.25,03:00:00,112437.399047619,112461.67066362,112381.164285714,112381.164285714,738,0,738
2024.12.25,03:15:00,112381.164285714,112399.661416822,112322.991605121,112324.92952381,739,0,739
2024.12.25,03:30:00,112324.92952381,112351.666286331,112268.694761905,112268.694761905,740,0,740
2024.12.25,03:45:00,112268.694761905,112296.312753632,112209.513015128,112212.46,741,0,741
2024.12.25,04:00:00,112212.46,112235.883435486,112156.225238095,112156.225238095,742,0,742
2024.12.25,04:15:00,112156.225238095,112174.537029795,112099.99047619,112099.99047619,743,0,743
2024.12.25,04:30:00,112099.99047619,112109.376683779,112032.17613912,112043.755714286,744,0,744
2024.12.25,04:45:00,112043.755714286,112064.910308591,111987.520952381,111987.520952381,745,0,745
2024.12.25,05:00:00,111987.520952381,112000.625368482,111931.286190476,111931.286190476,746,0,746
2024.12.25,05:15:00,111931.286190476,111958.974148235,111873.187887967,111875.051428571,747,0,747
2024.12.25,05:30:00,111875.051428571,111889.041550311,111818.816666667,111818.816666667,748,0,748
2024.12.25,05:45:00,111818.816666667,111828.478300875,111762.581904762,111762.581904762,749,0,749
2024.12.25,06:00:00,111762.581904762,111787.913028453,111706.347142857,111706.347142857,750,0,750
2024.12.25,06:15:00,111706.347142857,111727.295710365,111645.253918901,111650.112380952,751,0,751
2024.12.25,06:30:00,111650.112380952,111655.505403064,111589.670213081,111593.877619048,752,0,752
2024.12.25,06:45:00,111593.877619048,111614.244525658,111537.642857143,111537.642857143,753,0,753
2024.12.25,07:00:00,111537.642857143,111562.253527478,111481.408095238,111481.408095238,754,0,754
2024.12.25,07:15:00,111481.408095238,111485.877410527,111413.613704899,111425.173333333,755,0,755
2024.12.25,07:30:00,111425.173333333,111439.451544158,111362.696417494,111368.938571429,756,0,756
2024.12.25,07:45:00,111368.938571429,111396.802481335,111312.703809524,111312.703809524,757,0,757
2024.12.25,08:00:00,111312.703809524,111330.739537012,111256.469047619,111256.469047619,758,0,758
2024.12.25,08:15:00,111256.469047619,111276.501054126,111200.234285714,111200.234285714,759,0,759
2024.12.25,08:30:00,111200.234285714,111221.44777704,111136.310818519,111143.99952381,760,0,760
2024.12.25,08:45:00,111143.99952381,111145.895038485,111087.764761905,111087.764761905,761,0,761
2024.12.25,09:00:00,111087.764761905,111092.102478519,111014.816111297,111031.53,762,0,762
2024.12.25,09:15:00,111031.53,111092.558344172,111030.360835348,111091.73,763,0,763
2024.12.25,09:30:00,111091.73,111159.688469959,111091.73,111151.93,764,0,764
2024.12.25,09:45:00,111151.93,111212.274475394,111138.06983734,111212.13,765,0,765
2024.12.25,10:00:00,111212.13,111279.281930488,111212.13,111272.33,766,0,766
2024.12.25,10:15:00,111272.33,111354.319927196,111272.33,111332.53,767,0,767
2024.12.25,10:30:00,111332.53,111415.879074782,111332.53,111392.73,768,0,768
2024.12.25,10:45:00,111392.73,111473.95452258,111392.73,111452.93,769,0,769
2024.12.25,11:00:00,111452.93,111536.409025538,111445.627305946,111513.13,770,0,770
2024.12.25,11:15:00,111513.13,111578.986102798,111497.726440823,111573.33,771,0,771
2024.12.25,11:30:00,111573.33,111662.800905703,111555.49542358,111633.53,772,0,772
2024.12.25,11:45:00,111633.53,111719.410091388,111615.76699872,111693.73,773,0,773
2024.12.25,12:00:00,111693.73,111764.929784511,111693.73,111753.93,774,0,774
2024.12.25,12:15:00,111753.93,111822.329378787,111738.339603767,111814.13,775,0,775
2024.12.25,12:30:00,111814.13,111892.779502114,111814.13,111874.33,776,0,776
2024.12.25,12:45:00,111874.33,111936.359223764,111874.33,111934.53,777,0,777
2024.12.25,13:00:00,111934.53,112014.082758295,111934.53,111994.73,778,0,778
2024.12.25,13:15:00,111994.73,112075.129730221,111994.73,112054.93,779,0,779
2024.12.25,13:30:00,112054.93,112123.432637451,112054.93,112115.13,780,0,780
2024.12.25,13:45:00,112115.13,112202.27300155,112103.92249225,112175.33,781,0,781
2024.12.25,14:00:00,112175.33,112258.698852946,112175.33,112235.53,782,0,782
2024.12.25,14:15:00,112235.53,112310.568957025,112218.769030555,112295.73,783,0,783
2024.12.25,14:30:00,112295.73,112373.323770044,112295.73,112355.93,784,0,784
2024.12.25,14:45:00,112355.93,112443.881953872,112355.93,112416.13,785,0,785
2024.12.25,15:00:00,112416.13,112501.139893142,112416.13,112476.33,786,0,786
2024.12.25,15:15:00,112476.33,112541.263370251,112474.588394964,112536.53,787,0,787
2024.12.25,15:30:00,112536.53,112613.537388921,112526.015975651,112596.73,788,0,788
2024.12.25,15:45:00,112596.73,112661.273059872,112596.73,112656.93,789,0,789
2024.12.25,16:00:00,112656.93,112721.028201561,112654.642816899,112717.13,790,0,790
2024.12.25,16:15:00,112717.13,112806.614963004,112705.319322488,112777.33,791,0,791
2024.12.25,16:30:00,112777.33,112849.433396191,112777.33,112837.53,792,0,792
2024.12.25,16:45:00,112837.53,112898.867692687,112836.256867661,112897.73,793,0,793
2024.12.25,17:00:00,112897.73,112973.966836532,112897.73,112957.93,794,0,794
2024.12.25,17:15:00,112957.93,113046.065177062,112957.93,113018.13,795,0,795
2024.12.25,17:30:00,113018.13,113104.037404328,113015.703042133,113078.33,796,0,796
2024.12.25,17:45:00,113078.33,113158.857109477,113064.509394783,113138.53,797,0,797
2024.12.25,18:00:00,113138.53,113207.97534393,113138.53,113198.73,798,0,798
2024.12.25,18:15:00,113198.73,113266.806190124,113198.73,113258.93,799,0,799
2024.12.25,18:30:00,113258.93,113345.073215162,113258.93,113319.13,800,0,800
2024.12.25,18:45:00,113319.13,113395.423596003,113319.13,113379.33,801,0,801
2024.12.25,19:00:00,113379.33,113464.826289269,113361.88600164,113439.53,802,0,802
2024.12.25,19:15:00,113439.53,113503.658103481,113439.53,113499.73,803,0,803
2024.12.25,19:30:00,113499.73,113587.189612705,113499.73,113559.93,804,0,804
2024.12.25,19:45:00,113559.93,113622.397388868,113559.93,113620.13,805,0,805
2024.12.25,20:00:00,113620.13,113692.343226585,113613.755713781,113680.33,806,0,806
2024.12.25,20:15:00,113680.33,113750.936169326,113664.59584677,113740.53,807,0,807
2024.12.25,20:30:00,113740.53,113821.324534315,113740.53,113800.73,808,0,808
2024.12.25,20:45:00,113800.73,113865.277687991,113790.601524691,113860.93,809,0,809
2024.12.25,21:00:00,113860.93,113950.486526814,113860.93,113921.13,810,0,810
2024.12.25,21:15:00,113921.13,113984.317597268,113912.647025772,113981.33,811,0,811
2024.12.25,21:30:00,113981.33,114054.166944097,113981.33,114041.53,812,0,812
2024.12.25,21:45:00,114041.53,114130.366493446,114041.53,114101.73,813,0,813
2024.12.25,22:00:00,114101.73,114177.979096645,114092.033618268,114161.93,814,0,814
2024.12.25,22:15:00,114161.93,114179.06043955,114067.201428571,114067.201428571,815,0,815
2024.12.25,22:30:00,114067.201428571,114093.604216566,113946.26356039,113972.472857143,816,0,816
2024.12.25,22:45:00,113972.472857143,113995.835587335,113868.112083396,113877.744285714,817,0,817
2024.12.25,23:00:00,113877.744285714,113895.426822519,113783.015714286,113783.015714286,818,0,818
2024.12.25,23:15:00,113783.015714286,113819.03928349,113688.287142857,113688.287142857,819,0,819
2024.12.25,23:30:00,113688.287142857,113722.915536694,113593.558571429,113593.558571429,820,0,820
2024.12.25,23:45:00,113593.558571429,113595.351590407,113495.616811924,113498.83,821,0,821
2024.12.26,00:00:00,113498.83,113534.294861064,113404.101428571,113404.101428571,822,0,822
2024.12.26,00:15:00,113404.101428571,113440.788895898,113306.083390041,113309.372857143,823,0,823
2024.12.26,00:30:00,113309.372857143,113356.311185403,113214.644285714,113214.644285714,824,0,824
2024.12.26,00:45:00,113214.644285714,113220.570612022,113119.915714286,113119.915714286,825,0,825
2024.12.26,01:00:00,113119.915714286,113149.912737303,113016.725751675,113025.187142857,826,0,826
2024.12.26,01:15:00,113025.187142857,113047.658850598,112930.458571429,112930.458571429,827,0,827
2024.12.26,01:30:00,112930.458571429,112949.244184359,112814.033530584,112835.73,828,0,828
2024.12.26,01:45:00,112835.73,112883.029621881,112713.341370017,112741.001428571,829,0,829
2024.12.26,02:00:00,112741.001428571,112742.123207456,112639.446541035,112646.272857143,830,0,830
2024.12.26,02:15:00,112646.272857143,112673.04427338,112547.899492916,112551.544285714,831,0,831
2024.12.26,02:30:00,112551.544285714,112594.107268222,112436.333747469,112456.815714286,832,0,832
2024.12.26,02:45:00,112456.815714286,112458.693385279,112362.087142857,112362.087142857,833,0,833
2024.12.26,03:00:00,112362.087142857,112403.187265994,112254.833860967,112267.358571429,834,0,834
2024.12.26,03:15:00,112267.358571429,112311.271356853,112147.074966946,112172.63,835,0,835
2024.12.26,03:30:00,112172.63,112188.521800138,112061.219983492,112077.901428571,836,0,836
2024.12.26,03:45:00,112077.901428571,112105.481815963,111983.172857143,111983.172857143,837,0,837
2024.12.26,04:00:00,111983.172857143,111984.751550999,111888.444285714,111888.444285714,838,0,838
2024.12.26,04:15:00,111888.444285714,111935.249243529,111786.628350682,111793.715714286,839,0,839
2024.12.26,04:30:00,111793.715714286,111825.780128195,111688.791661941,111698.987142857,840,0,840
2024.12.26,04:45:00,111698.987142857,111740.902647321,111604.258571429,111604.258571429,841,0,841
2024.12.26,05:00:00,111604.258571429,111611.825881795,111509.53,111509.53,842,0,842
2024.12.26,05:15:00,111509.53,111556.140112088,111414.801428571,111414.801428571,843,0,843
2024.12.26,05:30:00,111414.801428571,111432.33577335,111307.690025037,111320.072857143,844,0,844
2024.12.26,05:45:00,111320.072857143,111353.695369647,111209.077432206,111225.344285714,845,0,845
2024.12.26,06:00:00,111225.344285714,111257.026594171,111130.615714286,111130.615714286,846,0,846
2024.12.26,06:15:00,111130.615714286,111133.01534667,111035.887142857,111035.887142857,847,0,847
2024.12.26,06:30:00,111035.887142857,111052.310873329,110933.396379324,110941.158571429,848,0,848
2024.12.26,06:45:00,110941.158571429,110972.424061447,110833.736664395,110846.43,849,0,849
2024.12.26,07:00:00,110846.43,110877.588643397,110732.418582305,110751.701428571,850,0,850
2024.12.26,07:15:00,110751.701428571,110775.318653943,110656.972857143,110656.972857143,851,0,851
2024.12.26,07:30:00,110656.972857143,110659.04711201,110559.655645307,110562.244285714,852,0,852
2024.12.26,07:45:00,110562.244285714,110600.950283537,110467.515714286,110467.515714286,853,0,853
2024.12.26,08:00:00,110467.515714286,110512.512019275,110372.787142857,110372.787142857,854,0,854
2024.12.26,08:15:00,110372.787142857,110406.310886241,110276.631525858,110278.058571429,855,0,855
2024.12.26,08:30:00,110278.058571429,110295.101132945,110183.33,110183.33,856,0,856
2024.12.26,08:45:00,110183.33,110206.561805459,110071.253671767,110088.601428571,857,0,857
2024.12.26,09:00:00,110088.601428571,110103.412954318,109984.139802706,109993.872857143,858,0,858
2024.12.26,09:15:00,109993.872857143,110018.070863532,109899.144285714,109899.144285714,859,0,859
2024.12.26,09:30:00,109899.144285714,109916.733732413,109787.032894301,109804.415714286,860,0,860
2024.12.26,09:45:00,109804.415714286,109823.148308207,109709.687142857,109709.687142857,861,0,861
2024.12.26,10:00:00,109709.687142857,109751.493164037,109612.89749461,109614.958571429,862,0,862
2024.12.26,10:15:00,109614.958571429,109619.679548489,109520.23,109520.23,863,0,863
2024.12.26,10:30:00,109520.23,109545.213327455,109425.501428571,109425.501428571,864,0,864
2024.12.26,10:45:00,109425.501428571,109470.415287826,109318.100643296,109330.772857143,865,0,865
2024.12.26,11:00:00,109330.772857143,109335.125342811,109236.044285714,109236.044285714,866,0,866
2024.12.26,11:15:00,109236.044285714,109253.529869449,109141.315714286,109141.315714286,867,0,867
2024.12.26,11:30:00,109141.315714286,109168.751732787,109024.597376096,109046.587142857,868,0,868
2024.12.26,11:45:00,109046.587142857,109064.831356884,108950.328374787,108951.858571429,869,0,869
2024.12.26,12:00:00,108951.858571429,108996.164146547,108857.13,108857.13,870,0,870
2024.12.26,12:15:00,108857.13,108880.153443211,108856.696085232,108879.693148148,871,0,871
2024.12.26,12:30:00,108879.693148148,108905.150773531,108874.802694071,108902.256296296,872,0,872
2024.12.26,12:45:00,108902.256296296,108926.893803347,108900.221770886,108924.819444444,873,0,873
2024.12.26,13:00:00,108924.819444444,108949.923701565,108924.819444444,108947.382592593,874,0,874
2024.12.26,13:15:00,108947.382592593,108981.032705761,108947.382592593,108969.945740741,875,0,875
2024.12.26,13:30:00,108969.945740741,108996.999354401,108969.945740741,108992.508888889,876,0,876
2024.12.26,13:45:00,108992.508888889,109016.972925294,108992.508888889,109015.072037037,877,0,877
2024.12.26,14:00:00,109015.072037037,109048.227197475,109014.712073666,109037.635185185,878,0,878
2024.12.26,14:15:00,109037.635185185,109065.650804284,109037.635185185,109060.198333333,879,0,879
2024.12.26,14:30:00,109060.198333333,109092.014399579,109055.59460746,109082.761481481,880,0,880
2024.12.26,14:45:00,109082.761481481,109108.68668973,109082.761481481,109105.32462963,881,0,881
2024.12.26,15:00:00,109105.32462963,109130.182886585,109104.732072416,109127.887777778,882,0,882
2024.12.26,15:15:00,109127.887777778,109152.302748174,109127.697425227,109150.450925926,883,0,883
2024.12.26,15:30:00,109150.450925926,109183.870823576,109150.450925926,109173.014074074,884,0,884
2024.12.26,15:45:00,109173.014074074,109204.894206139,109173.014074074,109195.577222222,885,0,885
2024.12.26,16:00:00,109195.577222222,109227.867807701,109193.000915693,109218.14037037,886,0,886
2024.12.26,16:15:00,109218.14037037,109245.621152113,109212.764977324,109240.703518519,887,0,887
2024.12.26,16:30:00,109240.703518519,109267.960598759,109237.770003954,109263.266666667,888,0,888
2024.12.26,16:45:00,109263.266666667,109296.574963133,109259.565344607,109285.829814815,889,0,889
2024.12.26,17:00:00,109285.829814815,109311.078332873,109284.962227546,109308.392962963,890,0,890
2024.12.26,17:15:00,109308.392962963,109332.716204337,109302.707838264,109330.956111111,891,0,891
2024.12.26,17:30:00,109330.956111111,109353.576433914,109330.586671503,109353.519259259,892,0,892
2024.12.26,17:45:00,109353.519259259,109376.181209631,109352.692029916,109376.082407407,893,0,893
2024.12.26,18:00:00,109376.082407407,109403.382409815,109376.082407407,109398.645555556,894,0,894
2024.12.26,18:15:00,109398.645555556,109430.281458812,109392.499764888,109421.208703704,895,0,895
2024.12.26,18:30:00,109421.208703704,109450.735177865,109421.208703704,109443.771851852,896,0,896
2024.12.26,18:45:00,109443.771851852,109469.69930505,109443.771851852,109466.335,897,0,897
2024.12.26,19:00:00,109466.335,109495.663873508,109462.326615149,109488.898148148,898,0,898
2024.12.26,19:15:00,109488.898148148,109517.517475231,109488.898148148,109511.461296296,899,0,899
2024.12.26,19:30:00,109511.461296296,109535.817291916,109511.461296296,109534.024444444,900,0,900
2024.12.26,19:45:00,109534.024444444,109564.815922931,109529.085061723,109556.587592593,901,0,901
2024.12.26,20:00:00,109556.587592593,109583.829904107,109550.195544062,109579.150740741,902,0,902
2024.12.26,20:15:00,109579.150740741,109608.809517138,109579.150740741,109601.713888889,903,0,903
2024.12.26,20:30:00,109601.713888889,109629.17348973,109601.713888889,109624.277037037,904,0,904
2024.12.26,20:45:00,109624.277037037,109649.934959598,109624.277037037,109646.840185185,905,0,905
2024.12.26,21:00:00,109646.840185185,109674.517623273,109644.861814753,109669.403333333,906,0,906
2024.12.26,21:15:00,109669.403333333,109695.854273497,109669.403333333,109691.966481481,907,0,907
2024.12.26,21:30:00,109691.966481481,109719.368663683,109691.966481481,109714.52962963,908,0,908
2024.12.26,21:45:00,109714.52962963,109746.386639671,109714.52962963,109737.092777778,909,0,909
2024.12.26,22:00:00,109737.092777778,109768.656998328,109731.989719616,109759.655925926,910,0,910
2024.12.26,22:15:00,109759.655925926,109783.098222341,109758.592003809,109782.219074074,911,0,911
2024.12.26,22:30:00,109782.219074074,109807.363049782,109781.288774052,109804.782222222,912,0,912
2024.12.26,22:45:00,109804.782222222,109829.146820298,109802.445550128,109827.34537037,913,0,913
2024.12.26,23:00:00,109827.34537037,109854.386644088,109823.425400282,109849.908518519,914,0,914
2024.12.26,23:15:00,109849.908518519,109877.157640687,109845.49081678,109872.471666667,915,0,915
2024.12.26,23:30:00,109872.471666667,109903.608372478,109867.222228187,109895.034814815,916,0,916
2024.12.26,23:45:00,109895.034814815,109925.171755497,109892.504059989,109917.597962963,917,0,917
2024.12.27,00:00:00,109917.597962963,109949.863981644,109913.707849787,109940.161111111,918,0,918
2024.12.27,00:15:00,109940.161111111,109965.583409632,109937.382240516,109962.724259259,919,0,919
2024.12.27,00:30:00,109962.724259259,109994.796634708,109962.028120485,109985.287407407,920,0,920
2024.12.27,00:45:00,109985.287407407,110011.589302289,109985.287407407,110007.850555556,921,0,921
2024.12.27,01:00:00,110007.850555556,110038.065684338,110007.850555556,110030.413703704,922,0,922
2024.12.27,01:15:00,110030.413703704,110058.554599199,110030.339280025,110052.976851852,923,0,923
2024.12.27,01:30:00,110052.976851852,110085.593026727,110047.477292912,110075.54,924,0,924
2024.12.27,01:45:00,110075.54,110119.473683177,109951.019748346,109977.798928571,925,0,925
2024.12.27,02:00:00,109977.798928571,110009.229117043,109878.474657627,109880.057857143,926,0,926
2024.12.27,02:15:00,109880.057857143,109910.057890188,109782.316785714,109782.316785714,927,0,927
2024.12.27,02:30:00,109782.316785714,109828.608817765,109681.61646268,109684.575714286,928,0,928
2024.12.27,02:45:00,109684.575714286,109729.967885312,109567.983381037,109586.834642857,929,0,929
2024.12.27,03:00:00,109586.834642857,109592.433712922,109477.933388416,109489.093571429,930,0,930
2024.12.27,03:15:00,109489.093571429,109516.516081631,109387.086406172,109391.3525,931,0,931
2024.12.27,03:30:00,109391.3525,109399.516189115,109293.611428571,109293.611428571,932,0,932
2024.12.27,03:45:00,109293.611428571,109339.974711427,109195.870357143,109195.870357143,933,0,933
2024.12.27,04:00:00,109195.870357143,109241.67699071,109098.129285714,109098.129285714,934,0,934
2024.12.27,04:15:00,109098.129285714,109122.131095683,108998.180344514,109000.388214286,935,0,935
2024.12.27,04:30:00,109000.388214286,109039.438435825,108891.082923172,108902.647142857,936,0,936
2024.12.27,04:45:00,108902.647142857,108920.533817584,108797.350756775,108804.906071429,937,0,937
2024.12.27,05:00:00,108804.906071429,108847.674019061,108707.165,108707.165,938,0,938
2024.12.27,05:15:00,108707.165,108708.720763157,108580.505288781,108609.423928571,939,0,939
2024.12.27,05:30:00,108609.423928571,108639.673487293,108493.032309211,108511.682857143,940,0,940
2024.12.27,05:45:00,108511.682857143,108551.983094131,108413.941785714,108413.941785714,941,0,941
2024.12.27,06:00:00,108413.941785714,108439.441629046,108316.200714286,108316.200714286,942,0,942
2024.12.27,06:15:00,108316.200714286,108326.786885052,108206.087073409,108218.459642857,943,0,943
2024.12.27,06:30:00,108218.459642857,108246.339396402,108096.142265707,108120.718571429,944,0,944
2024.12.27,06:45:00,108120.718571429,108147.553574452,108015.870691182,108022.9775,945,0,945
2024.12.27,07:00:00,108022.9775,108048.345472962,107925.233311163,107925.236428571,946,0,946
2024.12.27,07:15:00,107925.236428571,107930.254630437,107827.495357143,107827.495357143,947,0,947
2024.12.27,07:30:00,107827.495357143,107839.544783821,107723.052257745,107729.754285714,948,0,948
2024.12.27,07:45:00,107729.754285714,107775.402855823,107632.013214286,107632.013214286,949,0,949
2024.12.27,08:00:00,107632.013214286,107638.648874971,107534.272142857,107534.272142857,950,0,950
2024.12.27,08:15:00,107534.272142857,107565.135974391,107436.531071429,107436.531071429,951,0,951
2024.12.27,08:30:00,107436.531071429,107463.569963514,107321.925852511,107338.79,952,0,952
2024.12.27,08:45:00,107338.79,107394.315023226,107338.79,107385.92,953,0,953
2024.12.27,09:00:00,107385.92,107442.718833351,107385.92,107433.05,954,0,954
2024.12.27,09:15:00,107433.05,107486.057821321,107426.411976635,107480.18,955,0,955
2024.12.27,09:30:00,107480.18,107527.942464015,107480.18,107527.31,956,0,956
2024.12.27,09:45:00,107527.31,107583.313614447,107527.31,107574.44,957,0,957
2024.12.27,10:00:00,107574.44,107640.201348552,107574.44,107621.57,958,0,958
2024.12.27,10:15:00,107621.57,107672.857413023,107621.57,107668.7,959,0,959
2024.12.27,10:30:00,107668.7,107735.684847031,107661.593329572,107715.83,960,0,960
2024.12.27,10:45:00,107715.83,107785.06465105,107715.83,107762.96,961,0,961
2024.12.27,11:00:00,107762.96,107819.337019033,107762.96,107810.09,962,0,962
2024.12.27,11:15:00,107810.09,107871.466297935,107810.09,107857.22,963,0,963
2024.12.27,11:30:00,107857.22,107904.384825781,107857.22,107904.35,964,0,964
2024.12.27,11:45:00,107904.35,107965.609989664,107904.35,107951.48,965,0,965
2024.12.27,12:00:00,107951.48,108012.910787715,107951.48,107998.61,966,0,966
2024.12.27,12:15:00,107998.61,108050.990623868,107998.61,108045.74,967,0,967
2024.12.27,12:30:00,108045.74,108105.566334404,108045.74,108092.87,968,0,968
2024.12.27,12:45:00,108092.87,108156.191068976,108092.87,108140,969,0,969
